"Family"	"Merged.ID"
"BAC77251"	"RND_Antibiotic_Efflux"
"CAC41008"	"RND_Antibiotic_Efflux"
"NP_414995"	"RND_Antibiotic_Efflux"
"adeA-adeI_1"	"RND_Antibiotic_Efflux"
"YP_001713704"	"RND_Antibiotic_Efflux"
"YP_001713702"	"RND_Antibiotic_Efflux"
"YP_001713703"	"RND_Antibiotic_Efflux"
"adeB_1"	"RND_Antibiotic_Efflux"
"adeC-adeK-oprM_5"	"RND_Antibiotic_Efflux"
"adeC-adeK-oprM_0"	"RND_Antibiotic_Efflux"
"adeC-adeK-oprM_4"	"RND_Antibiotic_Efflux"
"adeC-adeK-oprM_1"	"RND_Antibiotic_Efflux"
"adeC-adeK-oprM_2"	"RND_Antibiotic_Efflux"
"adeR_0"	"Gene_Modulating_Antibiotic_Efflux"
"adeS_1"	"Gene_Modulating_Antibiotic_Efflux"
"YP_001764893"	"RND_Antibiotic_Efflux"
"YP_621023"	"RND_Antibiotic_Efflux"
"YP_001066168"	"RND_Antibiotic_Efflux"
"YP_108402"	"RND_Antibiotic_Efflux"
"YP_442964"	"RND_Antibiotic_Efflux"
"ABO42050"	"Aminoglycoside_Nucleotidyltransferase"
"AAA25683"	"Aminoglycoside_Nucleotidyltransferase"
"NP_370559"	"Aminoglycoside_Nucleotidyltransferase"
"AAA25717"	"Aminoglycoside_Nucleotidyltransferase"
"NP_370577"	"Aminoglycoside_Nucleotidyltransferase"
"Q07448"	"Aminoglycoside_Nucleotidyltransferase"
"CAA28209"	"Aminoglycoside_Nucleotidyltransferase"
"YP_001965484"	"Aminoglycoside_Nucleotidyltransferase"
"BAA78801"	"Aminoglycoside_Nucleotidyltransferase"
"ANT3_1"	"Aminoglycoside_Nucleotidyltransferase"
"ANT3_2"	"Aminoglycoside_Nucleotidyltransferase"
"ANT4_1"	"Aminoglycoside_Nucleotidyltransferase"
"ANT6_1"	"Aminoglycoside_Nucleotidyltransferase"
"ANT6_0"	"Aminoglycoside_Nucleotidyltransferase"
"P00553"	"Aminoglycoside_Phosphotransferase"
"P00555"	"Aminoglycoside_Phosphotransferase"
"P09979"	"Aminoglycoside_Phosphotransferase"
"P14509"	"Aminoglycoside_Phosphotransferase"
"P18622"	"Aminoglycoside_Phosphotransferase"
"YP_001096379"	"Aminoglycoside_Phosphotransferase"
"YP_788128"	"Aminoglycoside_Phosphotransferase"
"YP_187539"	"Aminoglycoside_Phosphotransferase"
"P14508"	"Aminoglycoside_Phosphotransferase"
"P18150"	"Aminoglycoside_Phosphotransferase"
"YP_001844878"	"Aminoglycoside_Phosphotransferase"
"P09885"	"Aminoglycoside_Phosphotransferase"
"NP_478145"	"Aminoglycoside_Phosphotransferase"
"CAG34724"	"Aminoglycoside_Phosphotransferase"
"CAH94334"	"Aminoglycoside_Phosphotransferase"
"NP_052148"	"Aminoglycoside_Phosphotransferase"
"APH6_5"	"Aminoglycoside_Phosphotransferase"
"NP_416758"	"Other_ARG"
"YP_002115369"	"Other_ARG"
"YP_002382086"	"Other_ARG"
"YP_002421432"	"Other_ARG"
"YP_001812918"	"Other_ARG"
"YP_277581"	"Other_ARG"
"NP_371207"	"Other_ARG"
"Q2KX31"	"Other_ARG"
"YP_002800019"	"Other_ARG"
"YP_608499"	"Other_ARG"
"YP_589046"	"Other_ARG"
"YP_970399"	"Other_ARG"
"YP_001140148"	"Other_ARG"
"NP_390993"	"Other_ARG"
"YP_002931998"	"Other_ARG"
"YP_002633428"	"Other_ARG"
"YP_001921729"	"Other_ARG"
"YP_001252958"	"Other_ARG"
"YP_002937728"	"Other_ARG"
"NP_840140"	"Other_ARG"
"YP_932216"	"Other_ARG"
"YP_001480516"	"Other_ARG"
"YP_001487997"	"Other_ARG"
"YP_001527590"	"Other_ARG"
"YP_001337087"	"Other_ARG"
"YP_001020242"	"Other_ARG"
"YP_981592"	"Other_ARG"
"YP_001436495"	"Other_ARG"
"YP_001348697"	"Other_ARG"
"YP_176746"	"Other_ARG"
"YP_001089504"	"Other_ARG"
"YP_001172713"	"Other_ARG"
"YP_001616633"	"Other_ARG"
"YP_001416709"	"Other_ARG"
"YP_002315561"	"Other_ARG"
"NP_931173"	"Other_ARG"
"YP_966872"	"Other_ARG"
"YP_001124322"	"Other_ARG"
"YP_550152"	"Other_ARG"
"NP_745006"	"Other_ARG"
"YP_001896735"	"Other_ARG"
"YP_001434323"	"Other_ARG"
"YP_002559849"	"Other_ARG"
"YP_274443"	"Other_ARG"
"YP_878662"	"Other_ARG"
"YP_001155044"	"Other_ARG"
"YP_002434803"	"Other_ARG"
"YP_002775228"	"Other_ARG"
"YP_051677"	"Other_ARG"
"NP_670827"	"Other_ARG"
"NP_347599"	"Other_ARG"
"YP_316450"	"Other_ARG"
"YP_002890644"	"Other_ARG"
"YP_001422387"	"Other_ARG"
"YP_001187667"	"Other_ARG"
"YP_997055"	"Other_ARG"
"YP_002929946"	"Other_ARG"
"NP_518822"	"Other_ARG"
"YP_302125"	"Other_ARG"
"YP_001632066"	"Other_ARG"
"NP_880590"	"Other_ARG"
"YP_894098"	"Other_ARG"
"YP_001563294"	"Other_ARG"
"YP_349555"	"Other_ARG"
"YP_080399"	"Other_ARG"
"EAS48788"	"Other_ARG"
"YP_001906372"	"Other_ARG"
"YP_453937"	"Other_ARG"
"NP_764009"	"Other_ARG"
"YP_157958"	"Other_ARG"
"YP_001395695"	"Other_ARG"
"YP_002872389"	"Other_ARG"
"YP_001797193"	"Other_ARG"
"YP_002479998"	"Other_ARG"
"YP_523088"	"Other_ARG"
"YP_584847"	"Other_ARG"
"NP_755678"	"Other_ARG"
"EEQ96502"	"Other_ARG"
"YP_264987"	"Other_ARG"
"YP_698526"	"Other_ARG"
"YP_001308137"	"Other_ARG"
"CAJ93947"	"Other_ARG"
"YP_001696597"	"Other_ARG"
"YP_260220"	"Other_ARG"
"YP_746446"	"Other_ARG"
"YP_002552549"	"Other_ARG"
"YP_254125"	"Other_ARG"
"YP_002886367"	"Other_ARG"
"baeR_0"	"Gene_Modulating_Antibiotic_Efflux"
"baeR_2"	"Gene_Modulating_Antibiotic_Efflux"
"baeS_1"	"Gene_Modulating_Antibiotic_Efflux"
"YP_001373621"	"ABC_Antibiotic_Efflux"
"P42334"	"ABC_Antibiotic_Efflux"
"AAD21213"	"ABC_Antibiotic_Efflux"
"YP_001096294"	"ABC_Antibiotic_Efflux"
"YP_002413233"	"MFS_Antibiotic_Efflux"
"YP_001177494"	"MFS_Antibiotic_Efflux"
"YP_001437159"	"MFS_Antibiotic_Efflux"
"YP_001336263"	"MFS_Antibiotic_Efflux"
"BJP_1"	"Class B Beta-Lactamase"
"AAW49734"	"Class A Beta-Lactamase"
"P28585"	"Class A Beta-Lactamase"
"CAB61645"	"Class A Beta-Lactamase"
"P30898"	"Class A Beta-Lactamase"
"Q59517"	"Class A Beta-Lactamase"
"AAD43097"	"Class A Beta-Lactamase"
"P00808"	"Class A Beta-Lactamase"
"P14171"	"Class A Beta-Lactamase"
"YP_245409"	"Class A Beta-Lactamase"
"YP_245472"	"Class A Beta-Lactamase"
"NP_052173"	"Class A Beta-Lactamase"
"AAG13410"	"Class A Beta-Lactamase"
"P22390"	"Class A Beta-Lactamase"
"Q06650"	"Class A Beta-Lactamase"
"AAC98092"	"Class A Beta-Lactamase"
"P23954"	"Class A Beta-Lactamase"
"AAA22905"	"Class A Beta-Lactamase"
"P30899"	"Class A Beta-Lactamase"
"P52682"	"Class A Beta-Lactamase"
"NP_832233"	"Class A Beta-Lactamase"
"P30897"	"Class A Beta-Lactamase"
"P52664"	"Class A Beta-Lactamase"
"YP_001715362"	"Class A Beta-Lactamase"
"CAQ42480"	"Class A Beta-Lactamase"
"CAQ42481"	"Class A Beta-Lactamase"
"P37321"	"Class A Beta-Lactamase"
"P22391"	"Class A Beta-Lactamase"
"NP_833174"	"Class A Beta-Lactamase"
"CAP12351"	"Class A Beta-Lactamase"
"AAK63223"	"Class A Beta-Lactamase"
"Q01166"	"Class A Beta-Lactamase"
"P14559"	"Class A Beta-Lactamase"
"P52663"	"Class A Beta-Lactamase"
"AAF27723"	"Class A Beta-Lactamase"
"AAK08976"	"Class A Beta-Lactamase"
"NP_878023"	"Class A Beta-Lactamase"
"CAA63714"	"Class A Beta-Lactamase"
"YP_561834"	"Class B Beta-Lactamase"
"CAB75346"	"Class B Beta-Lactamase"
"ABC88434"	"Class B Beta-Lactamase"
"AAK59385"	"Class B Beta-Lactamase"
"BAF47404"	"Class B Beta-Lactamase"
"ACC95128"	"Class B Beta-Lactamase"
"CAD61201"	"Class B Beta-Lactamase"
"P52699"	"Class B Beta-Lactamase"
"CAD12765"	"Class B Beta-Lactamase"
"CAF05908"	"Class B Beta-Lactamase"
"AAN84550"	"Class B Beta-Lactamase"
"ABO47751"	"Class B Beta-Lactamase"
"CAA71441"	"Class B Beta-Lactamase"
"YP_002028533"	"Class B Beta-Lactamase"
"YP_002791399"	"Class B Beta-Lactamase"
"AAT90847"	"Class B Beta-Lactamase"
"ABO60998"	"Class B Beta-Lactamase"
"AAT90846"	"Class B Beta-Lactamase"
"P52700"	"Class B Beta-Lactamase"
"CAZ48647"	"Class B Beta-Lactamase"
"BAF91108"	"Class B Beta-Lactamase"
"AAX76774"	"Class B Beta-Lactamase"
"AAP70377"	"Class B Beta-Lactamase"
"YP_001346370"	"Class C Beta-Lactamase"
"AAA83416"	"Class C Beta-Lactamase"
"YP_001101962"	"Class C Beta-Lactamase"
"CAB76925"	"Class C Beta-Lactamase"
"YP_672241"	"Class C Beta-Lactamase"
"AAM11666"	"Class C Beta-Lactamase"
"AAM46773"	"Class C Beta-Lactamase"
"ABQ42698"	"Class C Beta-Lactamase"
"AAK15701"	"Class C Beta-Lactamase"
"NP_252799"	"Class C Beta-Lactamase"
"AAY90134"	"Class C Beta-Lactamase"
"YP_001478502"	"Class C Beta-Lactamase"
"YP_857635"	"Class C Beta-Lactamase"
"BAA07922"	"Class C Beta-Lactamase"
"CAC85157"	"Class C Beta-Lactamase"
"YP_001141049"	"Class C Beta-Lactamase"
"BAA02563"	"Class C Beta-Lactamase"
"CAC17625"	"Class C Beta-Lactamase"
"YP_261151"	"Class C Beta-Lactamase"
"YP_001437965"	"Class C Beta-Lactamase"
"AAN41427"	"Class D Beta-Lactamase"
"NP_511223"	"Class D Beta-Lactamase"
"Q03680"	"Class D Beta-Lactamase"
"ABB99435"	"Class D Beta-Lactamase"
"Q00982"	"Class D Beta-Lactamase"
"CAA37699"	"Class D Beta-Lactamase"
"Q06778"	"Class D Beta-Lactamase"
"Q00983"	"Class D Beta-Lactamase"
"YP_001928076"	"Class D Beta-Lactamase"
"blaI_0"	"Class A Beta-Lactamase"
"blaR1_0"	"Class A Beta-Lactamase"
"NP_370558"	"Glycopeptide_Resistance"
"NP_390536"	"MFS_Antibiotic_Efflux"
"NP_390281"	"MFS_Antibiotic_Efflux"
"NP_863168"	"Chloramphenicol_Acetyltransferase_CAT"
"P49417"	"Chloramphenicol_Acetyltransferase_CAT"
"P11504"	"Chloramphenicol_Acetyltransferase_CAT"
"Q02736"	"Chloramphenicol_Acetyltransferase_CAT"
"AAB53259"	"Chloramphenicol_Acetyltransferase_CAT"
"P07641"	"Chloramphenicol_Acetyltransferase_CAT"
"P20074"	"Chloramphenicol_Acetyltransferase_CAT"
"YP_001144149"	"Chloramphenicol_Acetyltransferase_CAT"
"NP_052903"	"Chloramphenicol_Acetyltransferase_CAT"
"P00487"	"Chloramphenicol_Acetyltransferase_CAT"
"AAQ63644"	"Chloramphenicol_Acetyltransferase_CAT"
"P00484"	"Chloramphenicol_Acetyltransferase_CAT"
"BAC11901"	"Chloramphenicol_Acetyltransferase_CAT"
"AAA26613"	"Chloramphenicol_Acetyltransferase_CAT"
"CAC84275"	"Chloramphenicol_Acetyltransferase_CAT"
"P22616"	"Chloramphenicol_Acetyltransferase_CAT"
"P26825"	"Chloramphenicol_Acetyltransferase_CAT"
"NP_052694"	"Chloramphenicol_Acetyltransferase_CAT"
"AAM27273"	"Chloramphenicol_Acetyltransferase_CAT"
"NP_249397"	"Chloramphenicol_Acetyltransferase_CAT"
"NP_355927"	"Chloramphenicol_Acetyltransferase_CAT"
"YP_001965795"	"Chloramphenicol_Acetyltransferase_CAT"
"NP_232696"	"Chloramphenicol_Acetyltransferase_CAT"
"CAA08841"	"Chloramphenicol_Acetyltransferase_CAT"
"YP_106067"	"RND_Antibiotic_Efflux"
"YP_776582"	"RND_Antibiotic_Efflux"
"YP_002235153"	"RND_Antibiotic_Efflux"
"YP_002235155"	"RND_Antibiotic_Efflux"
"AAB58160"	"RND_Antibiotic_Efflux"
"CepA_3"	"RND_Antibiotic_Efflux"
"Cfr23RibosomalRNAMethyltransferase_2"	"rRNA_Methyltransferase"
"Cfr23RibosomalRNAMethyltransferase_0"	"rRNA_Methyltransferase"
"Cfr23RibosomalRNAMethyltransferase_3"	"rRNA_Methyltransferase"
"Cfr23RibosomalRNAMethyltransferase_1"	"rRNA_Methyltransferase"
"CfxA_11"	"Class A Beta-Lactamase"
"Chloramphenicol_Acetyltransferase_CAT_8"	"Chloramphenicol_Acetyltransferase_CAT"
"Chloramphenicol_Acetyltransferase_CAT_3"	"Chloramphenicol_Acetyltransferase_CAT"
"Chloramphenicol_Acetyltransferase_CAT_7"	"Chloramphenicol_Acetyltransferase_CAT"
"Chloramphenicol_Phosphotransferase_CPT_2"	"Chloramphenicol_Phosphotransferase_CPT"
"Chloramphenicol_Phosphotransferase_CPT_0"	"Chloramphenicol_Phosphotransferase_CPT"
"Chloramphenicol_Phosphotransferase_CPT_3"	"Chloramphenicol_Phosphotransferase_CPT"
"Chloramphenicol_Phosphotransferase_CPT_7"	"Chloramphenicol_Phosphotransferase_CPT"
"Chloramphenicol_Phosphotransferase_CPT_6"	"Chloramphenicol_Phosphotransferase_CPT"
"Chloramphenicol_Phosphotransferase_CPT_4"	"Chloramphenicol_Phosphotransferase_CPT"
"Chloramphenicol_Phosphotransferase_CPT_5"	"Chloramphenicol_Phosphotransferase_CPT"
"ClassA_335"	"Class A Beta-Lactamase"
"ClassC-AmpC_112"	"Class C Beta-Lactamase"
"ClassC-AmpC_109"	"Class C Beta-Lactamase"
"ClassC-AmpC_107"	"Class C Beta-Lactamase"
"ClassC-AmpC_111"	"Class C Beta-Lactamase"
"ClassC-AmpC_93"	"Class C Beta-Lactamase"
"ClassC-AmpC_118"	"Class C Beta-Lactamase"
"ClassC-AmpC_95"	"Class C Beta-Lactamase"
"ClassC-AmpC_92"	"Class C Beta-Lactamase"
"ClassC-AmpC_117"	"Class C Beta-Lactamase"
"ClassC-AmpC_89"	"Class C Beta-Lactamase"
"ClassC-AmpC_88"	"Class C Beta-Lactamase"
"ClassC-AmpC_36"	"Class C Beta-Lactamase"
"ClassC-AmpC_105"	"Class C Beta-Lactamase"
"ClassC-AmpC_10"	"Class C Beta-Lactamase"
"ClassC-AmpC_96"	"Class C Beta-Lactamase"
"ClassC-AmpC_102"	"Class C Beta-Lactamase"
"ClassC-AmpC_90"	"Class C Beta-Lactamase"
"ClassC-AmpC_104"	"Class C Beta-Lactamase"
"ClassC-AmpC_87"	"Class C Beta-Lactamase"
"ClassC-AmpC_86"	"Class C Beta-Lactamase"
"ClassC-AmpC_101"	"Class C Beta-Lactamase"
"ClassC-AmpC_85"	"Class C Beta-Lactamase"
"ClassD_41"	"Class D Beta-Lactamase"
"ClassD_111"	"Class D Beta-Lactamase"
"ClassD_37"	"Class D Beta-Lactamase"
"ClassD_34"	"Class D Beta-Lactamase"
"ClassD_8"	"Class D Beta-Lactamase"
"ClassD_132"	"Class D Beta-Lactamase"
"ClassD_36"	"Class D Beta-Lactamase"
"ClassD_1"	"Class D Beta-Lactamase"
"ClassD_51"	"Class D Beta-Lactamase"
"ClassD_20"	"Class D Beta-Lactamase"
"ClassD_134"	"Class D Beta-Lactamase"
"ClassD_7"	"Class D Beta-Lactamase"
"ClassD_9"	"Class D Beta-Lactamase"
"ClassD_33"	"Class D Beta-Lactamase"
"ClassD_22"	"Class D Beta-Lactamase"
"ClassD_78"	"Class D Beta-Lactamase"
"CAD70268"	"Chloramphenicol_MFS_Efflux_Pump"
"AAC45805"	"Chloramphenicol_MFS_Efflux_Pump"
"AAD22144"	"Chloramphenicol_MFS_Efflux_Pump"
"NP_862236"	"Chloramphenicol_MFS_Efflux_Pump"
"AAD33243"	"Chloramphenicol_MFS_Efflux_Pump"
"AAB36568"	"Chloramphenicol_MFS_Efflux_Pump"
"CAJ77046"	"Chloramphenicol_MFS_Efflux_Pump"
"P31141"	"Chloramphenicol_MFS_Efflux_Pump"
"P12056"	"Chloramphenicol_MFS_Efflux_Pump"
"CAA78046"	"Chloramphenicol_MFS_Efflux_Pump"
"CMY-LAT-MOX-ACT-MIR-FOX_27"	"Class C Beta-Lactamase"
"CTXM_83"	"Class A Beta-Lactamase"
"CAI99385"	"Antibiotic_Target"
"NP_775043"	"Antibiotic_Target"
"CAE53424"	"Antibiotic_Target"
"ABB71176"	"Antibiotic_Target"
"CAF31623"	"Antibiotic_Target"
"P11731"	"Antibiotic_Target"
"Q59408"	"Antibiotic_Target"
"CAL48457"	"Antibiotic_Target"
"CAG34233"	"Antibiotic_Target"
"AAK53556"	"Antibiotic_Target"
"YP_001715353"	"Antibiotic_Target"
"P78218"	"Antibiotic_Target"
"CAG27847"	"Antibiotic_Target"
"CAC81324"	"Antibiotic_Target"
"CAM98046"	"Antibiotic_Target"
"YP_001816601"	"Antibiotic_Target"
"P00384"	"Antibiotic_Target"
"ABB72057"	"Antibiotic_Target"
"NP_044258"	"Antibiotic_Target"
"AAN41433"	"Antibiotic_Target"
"DHA_0"	"Class C Beta-Lactamase"
"DIM-GIM-SIM_5"	"Class B Beta-Lactamase"
"DIM-GIM-SIM_3"	"Class B Beta-Lactamase"
"DIM-GIM-SIM_8"	"Class B Beta-Lactamase"
"DIM-GIM-SIM_13"	"Class B Beta-Lactamase"
"DIM-GIM-SIM_4"	"Class B Beta-Lactamase"
"DIM-GIM-SIM_12"	"Class B Beta-Lactamase"
"DIM-GIM-SIM_11"	"Class B Beta-Lactamase"
"DIM-GIM-SIM_0"	"Class B Beta-Lactamase"
"DIM-GIM-SIM_6"	"Class B Beta-Lactamase"
"DIM-GIM-SIM_9"	"Class B Beta-Lactamase"
"DIM-GIM-SIM_10"	"Class B Beta-Lactamase"
"YP_001031495"	"MFS_Antibiotic_Efflux"
"AAY21388"	"MFS_Antibiotic_Efflux"
"emrB_6"	"MFS_Antibiotic_Efflux"
"emrB_10"	"MFS_Antibiotic_Efflux"
"emrB_4"	"MFS_Antibiotic_Efflux"
"emrB_9"	"MFS_Antibiotic_Efflux"
"emrB_1"	"MFS_Antibiotic_Efflux"
"YP_691152"	"MFS_Antibiotic_Efflux"
"YP_152755"	"MFS_Antibiotic_Efflux"
"YP_001174764"	"MFS_Antibiotic_Efflux"
"YP_002235907"	"MFS_Antibiotic_Efflux"
"YP_002398143"	"SMR_Antibiotic_Efflux"
"emrE_0"	"SMR_Antibiotic_Efflux"
"P05789"	"Macrolide_Resistance"
"AAM44847"	"Macrolide_Resistance"
"1112175A"	"rRNA_Methyltransferase"
"Q00014"	"rRNA_Methyltransferase"
"AAC36915"	"rRNA_Methyltransferase"
"AAA98484"	"rRNA_Methyltransferase"
"AAK28907"	"rRNA_Methyltransferase"
"YP_001103000"	"rRNA_Methyltransferase"
"P06571"	"rRNA_Methyltransferase"
"YP_001836040"	"rRNA_Methyltransferase"
"P09891"	"rRNA_Methyltransferase"
"Q03986"	"rRNA_Methyltransferase"
"BAB20748"	"rRNA_Methyltransferase"
"AAA26779"	"rRNA_Methyltransferase"
"NP_370576"	"rRNA_Methyltransferase"
"YP_603198"	"rRNA_Methyltransferase"
"AAB51440"	"rRNA_Methyltransferase"
"P13079"	"rRNA_Methyltransferase"
"P10337"	"rRNA_Methyltransferase"
"CAA55770"	"rRNA_Methyltransferase"
"CAA66307"	"rRNA_Methyltransferase"
"CAA11706"	"rRNA_Methyltransferase"
"YP_271816"	"rRNA_Methyltransferase"
"P43433"	"rRNA_Methyltransferase"
"P45439"	"rRNA_Methyltransferase"
"Erm23SRibosomalRNAMethyltransferase_10"	"rRNA_Methyltransferase"
"Erm23SRibosomalRNAMethyltransferase_16"	"rRNA_Methyltransferase"
"Erm23SRibosomalRNAMethyltransferase_22"	"rRNA_Methyltransferase"
"Erm23SRibosomalRNAMethyltransferase_0"	"rRNA_Methyltransferase"
"Erm23SRibosomalRNAMethyltransferase_6"	"rRNA_Methyltransferase"
"Erm23SRibosomalRNAMethyltransferase_1"	"rRNA_Methyltransferase"
"Erm23SRibosomalRNAMethyltransferase_7"	"rRNA_Methyltransferase"
"Erm38_1"	"rRNA_Methyltransferase"
"Erm38_0"	"rRNA_Methyltransferase"
"FluoroquinoloneResistantDNATopoisomerase_10"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_1"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_19"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_0"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_14"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_3"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_15"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_32"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_2"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_18"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_16"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_28"	"Quinolone_Resistance"
"FluoroquinoloneResistantDNATopoisomerase_17"	"Quinolone_Resistance"
"YP_001644752"	"Other_ARG"
"NP_846348"	"Other_ARG"
"NP_471146"	"Other_ARG"
"YP_001126889"	"Other_ARG"
"YP_001420711"	"Other_ARG"
"NP_465227"	"Other_ARG"
"NP_242644"	"Other_ARG"
"YP_002773891"	"Other_ARG"
"YP_001374841"	"Other_ARG"
"P60865"	"Other_ARG"
"Q03377"	"Other_ARG"
"NP_978424"	"Other_ARG"
"NP_389667"	"Other_ARG"
"NP_372857"	"Other_ARG"
"Q8CXK5"	"Other_ARG"
"CAA83855"	"Other_ARG"
"YP_302016"	"Other_ARG"
"YP_078703"	"Other_ARG"
"YP_001700011"	"Other_ARG"
"Q56415"	"Other_ARG"
"NP_932197"	"Other_ARG"
"CAA90431"	"Other_ARG"
"GOB_16"	"Class B Beta-Lactamase"
"GOB_2"	"Class B Beta-Lactamase"
"GOB_19"	"Class B Beta-Lactamase"
"GOB_1"	"Class B Beta-Lactamase"
"GOB_8"	"Class B Beta-Lactamase"
"GOB_13"	"Class B Beta-Lactamase"
"GOB_9"	"Class B Beta-Lactamase"
"GOB_3"	"Class B Beta-Lactamase"
"IND_2"	"Class B Beta-Lactamase"
"IND_0"	"Class B Beta-Lactamase"
"IND_6"	"Class B Beta-Lactamase"
"IND_18"	"Class B Beta-Lactamase"
"IND_5"	"Class B Beta-Lactamase"
"YP_001175338"	"rRNA_Methyltransferase"
"YP_069175"	"rRNA_Methyltransferase"
"NP_414593"	"rRNA_Methyltransferase"
"NP_927955"	"rRNA_Methyltransferase"
"L1_31"	"Class B Beta-Lactamase"
"L1_56"	"Class B Beta-Lactamase"
"L1_32"	"Class B Beta-Lactamase"
"L1_43"	"Class B Beta-Lactamase"
"NP_268322"	"MFS_Antibiotic_Efflux"
"YP_473355"	"Lincosamide_Resistance"
"AAD26631"	"Lincosamide_Resistance"
"LRA_0"	"Class B Beta-Lactamase"
"LRA_2"	"Class B Beta-Lactamase"
"AAW30456"	"ABC_Antibiotic_Efflux"
"macA_3"	"ABC_Antibiotic_Efflux"
"macA_2"	"ABC_Antibiotic_Efflux"
"macA_1"	"ABC_Antibiotic_Efflux"
"macA_0"	"ABC_Antibiotic_Efflux"
"YP_001438541"	"ABC_Antibiotic_Efflux"
"YP_002040143"	"ABC_Antibiotic_Efflux"
"YP_001334578"	"ABC_Antibiotic_Efflux"
"YP_001176128"	"ABC_Antibiotic_Efflux"
"YP_403947"	"ABC_Antibiotic_Efflux"
"YP_001453760"	"ABC_Antibiotic_Efflux"
"YP_002382193"	"ABC_Antibiotic_Efflux"
"macB_7"	"ABC_Antibiotic_Efflux"
"macB_5"	"ABC_Antibiotic_Efflux"
"macB_2"	"ABC_Antibiotic_Efflux"
"macB_3"	"ABC_Antibiotic_Efflux"
"macB_6"	"ABC_Antibiotic_Efflux"
"macB_4"	"ABC_Antibiotic_Efflux"
"macB_1"	"ABC_Antibiotic_Efflux"
"macB_0"	"ABC_Antibiotic_Efflux"
"MacrolideGlycosyltransfer_0"	"Macrolide_Resistance"
"MacrolideGlycosyltransfer_1"	"Macrolide_Resistance"
